Year,Unnamed: 1,Rank,Institution,Satisfied with Course,Satisfied with Teaching,Satisfied with Feedback,Student to Staff Ratio,Spend per Student,Average Entry Tariff,Value Added Score,Career after 15 months,Continuation,Guardian Score
2014,1,98,Suffolk,79.2153589315526,85.5743172816344,73.65,20.7327607430618,4.1457753173539,290.8608,2.5323284410948,48.6140724946695,98.922336101532,46.2
2014,1,99,Westminster,74.5405405405406,76.7864379305687,63.296952669116,20.8319240005115,4.1457753173539,326.376827094475,6.39475019905656,54.642409033877,98.922336101532,46.0
2014,1,100,Kingston,78.3,81.1867582760775,64.3921215756848,20.3855437113541,4.37562099516702,312.971724524077,4.32904356236232,55.1455514555146,98.922336101532,44.9
2014,1,101,Marjon,84.6441947565543,87.8939157566303,76.1108337493759,20.5104583644741,2.14022277090692,253.6,3.62070263627003,45.0346420323326,98.922336101532,44.8
2014,1,101,Roehampton,83.6930455635492,86.0011990407674,69.1999679666854,20.0265062087996,3.3035357438779,275.031098825155,4.76881188295702,53.9697542533081,98.922336101532,44.8
2014,1,103,Middlesex,74.0211488996856,77.8825546506644,66.98485281509,23.0271836696535,7.41801487680149,249.684139784946,5.71947773938912,52.4835988753515,98.922336101532,44.5
2014,1,104,Canterbury Christ Church,83.910726182545,85.2870115804382,71.0828110414722,19.4512754359008,3.20348478906381,273.516920473773,5.3723457896801,57.4660633484163,98.922336101532,44.2
2014,1,105,Cardiff Met,76.9907963185274,80.6225603042739,69.6358543417367,23.3540983747508,3.58303886925795,311.798444976077,5.77193336698637,48.2237339380197,98.922336101532,43.8
2014,1,105,West of Scotland,83.7984173261141,82.9900124843945,67.973366625052,21.7120806890028,3.49919358941745,287.745762711865,4.09207778387711,51.7347725520432,98.922336101532,43.8
2014,1,107,Leeds Beckett,84.4634784677611,86.3817629902982,72.5248584613921,20.6879426234763,3.0940704138357,278.171000361141,4.52967321898084,53.6245954692557,98.922336101532,43.5
2014,1,108,Glyndŵr,75.7297748123436,81.75,69.9783297216203,23.2205745527086,3.51548370531004,232.203761755486,4.11415711947627,68.6626746506986,98.922336101532,43.3
2014,1,109,Cumbria,78.3608195902049,83.235624298366,67.6488214143028,18.5768488498689,3.11276642979652,252.887108013937,5.92453977577465,56.3524590163934,98.922336101532,41.1
2014,1,110,Bedfordshire,78.3166904422254,80.8378957391097,68.0342693955259,23.266043324281,5.57964986942644,213.849096258932,4.56150833500703,56.3484708063021,98.922336101532,40.3
2014,1,111,Leeds Trinity,84.1930116472546,86.4988558352403,73.4985859258027,23.3308466003793,2.0,286.266487213997,1.81392213570634,62.3556581986143,98.922336101532,40.2
2014,1,111,Solent,79.1379310344828,80.309046961326,64.6235521235521,20.5244622715398,3.50123976051939,282.241753977494,4.13056315460862,43.6022253129346,98.922336101532,40.2
2014,1,113,London South Bank,79.1919914193779,79.9964327120307,68.0305626963725,23.6721059192603,3.91394899940563,242.08234421365,4.08894511754195,58.9170477529256,98.922336101532,39.4
2014,1,114,Abertay Dundee,81.8030050083472,82.8131502288806,59.0757978723404,23.9787392119692,1.83647636269698,315.531375166889,4.99201824401368,52.5641025641026,98.922336101532,35.3
2014,1,115,Bolton,77.7222222222222,82.5145711906744,68.7271113084008,20.5825997916471,3.40363462458154,270.188131313131,3.16098226466576,40.4814004376368,98.922336101532,33.1
2014,1,115,East London,75.6572029442692,79.877687906885,61.8358758548133,21.6599255254502,2.09097981512922,228.855732725892,4.91174176809493,50.0414250207125,98.922336101532,33.1
2014,1,117,London Met,76.140350877193,80.0121465685944,68.7929077247419,24.7920718243575,3.4938684696609,238.099834528406,4.38764736156792,39.0545454545455,98.922336101532,31.7
2014,1,118,Trinity Saint David,75.1497005988024,82.3676323676324,65.4091816367266,21.3342127814455,4.05074396918711,241.457461645746,2.04692290197862,49.7041420118343,98.922336101532,31.2
2014,1,119,Bucks New University,73.0859835100118,79.4048320565704,66.6196023061536,24.0737372780234,3.85297655904467,236.882587859424,2.25212295444494,48.0707395498392,98.922336101532,30.1
2015,1,1,Cambridge,90.2307692307692,91.0923401804569,72.3512225126864,11.5745714396678,9.67483112875609,615.827430555582,5.95267773724743,85.7579729139362,98.922336101532,100.0
2015,1,2,Oxford,90.6453226613306,92.4634420697412,71.4314254320247,10.9975481710657,9.90024941686014,580.112068965518,7.25916591749785,78.7304594978683,98.922336101532,94.4
2015,1,3,St Andrews,92.0415224913494,94.0927864758428,75.6792118833217,11.7668650958958,7.4889727831431,523.304047384007,7.7348168722846,79.6019900497512,98.922336101532,92.4
2015,1,4,Bath,93.6923076923076,92.4923195084485,74.3678425947275,16.6325041123123,5.88516846845341,489.415845824411,6.28770482760069,83.4033613445378,98.922336101532,83.4
2015,1,5,Imperial College,87.3165002935995,88.1824871228844,69.2180876118699,11.6615653425853,8.35142577951496,576.257868580894,6.37774532543023,87.8286270691334,98.922336101532,82.9
2015,1,6,Surrey,90.9448818897637,91.4380966813153,74.0985394824556,15.4348884390784,7.48770291014795,422.313486370157,6.65869678647064,73.3005733005733,98.922336101532,82.5
2015,1,7,London School of Economics,88.3411059293804,85.0808468078013,71.4038359083644,11.7604819932192,7.29936862005722,537.767826086951,4.95712883952469,76.3257575757575,98.922336101532,82.0
2015,1,8,Durham,89.9543378995433,89.7827950843098,71.8498199897137,15.5688543717004,5.72356012348228,526.725617283957,6.42713909760501,83.2273838630806,98.922336101532,81.7
2015,1,9,Warwick,87.1424604276589,87.8190899001109,66.7277675942898,13.8884738799864,8.56369498350063,509.558782365291,5.99987992835725,79.0874524714828,98.922336101532,80.7
2015,1,10,Lancaster,88.4857142857142,90.1620618262297,72.0521023765996,14.9487793321242,7.6277700636764,448.533656174334,5.77900381284999,73.1754161331626,98.922336101532,80.5
2015,1,11,UCL,83.3083458270864,85.758920202462,62.1771494229904,10.24146214414,8.7578404770779,521.165545087484,6.71858082425957,81.3264649066323,98.922336101532,80.2
2015,1,12,Exeter,90.2702702702702,91.7521598272138,73.9904988123515,17.216731300911,6.64812347332913,458.952232282235,6.83968331791625,78.3126787416587,98.922336101532,79.5999999999999
2015,1,13,Heriot-Watt,91.2660256410256,88.0083941241131,77.1771291483406,16.4110322162373,7.63301718862991,423.500446827524,5.90342173332591,78.2085561497326,98.922336101532,79.5
2015,1,14,UEA,90.6860409718913,91.7038358608385,69.7907750832144,13.0495935304153,7.28197162208928,430.763535400279,5.85669998979196,69.2140921409213,98.922336101532,76.0999999999999
2015,1,15,Loughborough,88.4335154826957,86.8339270825437,72.2946347377993,15.5512012486102,6.5307926059513,406.512996389891,5.90954420212274,75.9332023575638,98.922336101532,74.5
2015,1,16,York,87.8181818181818,88.8231949971575,68.5173386729771,14.9602196514744,6.4681615390589,446.319649122807,5.55081492882951,75.2470098803952,98.922336101532,74.0
2015,1,17,Birmingham,87.4514158800666,89.5763965963743,69.5657003221148,14.5404666984119,7.54393140775322,439.01195997071,5.83910931098761,80.3215242631735,98.922336101532,73.5
2015,1,18,Edinburgh,81.973898858075,84.8342682304946,55.4513194925969,13.8200394099682,9.24948783045421,489.223233404711,6.54047383314922,75.614671503426,98.922336101532,72.7
2015,1,19,Southampton,88.8502499456639,88.5863362139246,67.1477005998435,12.7639211956218,6.57991866436642,431.136656493726,6.27889543114156,76.079734219269,98.922336101532,72.5
2015,1,20,Kent,87.5166592625499,86.9690744545,68.9687333451767,13.5934417951998,5.84164610101552,372.031540411151,6.194034311632,71.1111111111111,98.922336101532,71.9
2015,1,21,Leicester,88.9246619446233,89.0124053487997,72.7876248791492,12.9461821127084,7.16940378528385,401.321731369924,5.96268113468174,71.2477396021699,98.922336101532,71.0
2015,1,22,Aston,87.0123691722169,86.5485252140818,72.5285171102661,16.1509618257311,5.81296810395747,381.3974522293,6.21789830877714,73.5052754982415,98.922336101532,70.4
2015,1,22,Nottingham,87.6045074518357,88.1026014189557,68.6306601200218,14.0658023391364,6.69771478760411,441.980698706814,5.94375929311254,77.4114441416893,98.922336101532,70.4
2015,1,24,SOAS,88.0199667221297,89.8644421272158,66.6555740432612,11.6278495843975,5.99916527545909,422.410901467505,7.10763509078976,66.9090909090909,98.922336101532,69.4
2015,1,25,Glasgow,89.9077277970011,91.6839016882304,68.1774497366701,15.2375287589635,6.18141901107253,487.428348301446,4.50378115548786,74.9512670565302,98.922336101532,69.3
2015,1,26,Cardiff,89.1132075471698,88.2008684160845,67.3517100946491,13.0348561790011,7.51726979331181,423.446987032799,5.708518122037,77.8547854785478,98.922336101532,69.0
2015,1,27,Coventry,88.5770234986945,90.8834075844833,80.145204764803,15.2987651612507,3.7148754957415,313.161044973544,6.43583446359456,71.8936516549104,98.922336101532,68.9
2015,1,28,Leeds,87.1234067207415,89.142008619753,71.475371814571,14.6664462801428,6.64164204249204,434.05889698231,6.36515880230485,70.0764111412373,98.922336101532,68.5999999999999
2015,1,28,Newcastle,89.8520525109397,89.2114452493876,71.0786151731033,15.1852461070426,5.30769496762801,438.07673060884,5.46372645673925,80.3017944535073,98.922336101532,68.5999999999999
2015,1,30,Reading,87.3888888888889,88.1818181818182,67.7286856127886,14.7104041945794,6.82566308669079,375.481643356643,5.04568571254344,69.5544554455445,98.922336101532,68.3
2015,1,31,University of the Arts London,70.5059920106524,77.2061272061272,69.0790350526456,18.6890620026506,9.85374639769452,343.133956386292,6.22127161383285,54.4333076329992,98.922336101532,67.4
2015,1,32,Queen Mary,88.2136894824707,88.1784076698624,69.8193694594414,13.9915665469178,7.28763957091775,424.481547354381,4.77637249418195,70.0315457413249,98.922336101532,67.2
2015,1,33,Manchester,84.0443819346772,87.1948122973553,68.7458983093222,13.8977142079429,7.15416102318511,442.396455595382,4.96199166303419,72.0774729075397,98.922336101532,66.2
2015,1,34,Bristol,86.1606053209665,89.2041987062126,66.6634151099839,14.0555839779724,5.28777769404671,482.781684597218,5.86308364732479,79.470802919708,98.922336101532,66.0999999999999
2015,1,35,City,87.4431301182893,85.683445063061,71.673038412525,17.5233480508189,6.79300824384076,394.561583577711,5.85355672978089,71.1318795430944,98.922336101532,66.0
2015,1,36,Royal Holloway,88.9068564036222,90.3251835713709,70.427890192035,15.3877104095905,4.32546374112952,405.131319358815,5.21843081191043,63.700707785642,98.922336101532,65.2
2015,1,37,Sheffield,89.8736564208938,90.1953383032933,70.0109380304001,14.9352469309963,5.74185208465297,438.812008978675,5.52772668340799,72.2417427969079,98.922336101532,65.0999999999999
2015,1,38,Strathclyde,87.1999999999999,88.0174836091164,63.5358839709927,19.3284580506927,5.96254791452322,470.237255836112,5.32612360558126,75.0473783954516,98.922336101532,64.8
2015,1,39,Oxford Brookes,85.5310049893086,89.2942156629374,73.2469512195122,16.8950254798864,5.55756160285511,369.531704781704,6.22498480725024,63.4807417974322,98.922336101532,64.5999999999999
2015,1,40,King's College London,82.9142266620737,86.9538991813873,65.414311319454,11.4386920418336,6.59131736647377,469.679281345565,6.24047631881052,82.2222222222222,98.922336101532,64.5
2015,1,41,Aberdeen,87.9511382565241,88.9096962130669,67.0903641207815,15.5027206872238,4.94290654664648,444.321818181816,5.33033730345184,76.6051660516605,98.922336101532,62.5
2015,1,41,Keele,91.90625,90.4724716907458,73.1168019987507,15.1700523351983,3.70419772629155,383.533674963396,5.61432305123078,69.3320790216368,98.922336101532,62.5
2015,1,43,Sussex,88.6906561838524,88.5049632492233,65.0066642433054,16.5284738645886,5.99283209404359,408.576730190571,5.47869528579877,54.9033643521832,98.922336101532,61.9
2015,1,44,Northampton,86.843607305936,89.1063647403386,77.4204603872736,19.7843755685307,6.2628812314737,280.243990384615,6.5357103697715,58.3643122676579,98.922336101532,61.7
2015,1,45,Liverpool,88.3163457908644,87.3850506955906,68.4385256724638,12.7477488943418,6.58142058529033,414.234285714285,5.67999507313977,72.2316145393068,98.922336101532,61.3
2015,1,46,"Queen's, Belfast",87.9336028942328,89.5770151636073,72.9226056248138,15.5143061090148,4.58633256610039,391.126143790849,4.96211426713685,75.3461538461538,98.922336101532,60.8
2015,1,47,Dundee,90.2857142857142,89.7213788176459,69.8386636207881,14.8585901041435,5.68320006102437,408.737528779739,5.75251900087296,71.4521452145214,98.922336101532,60.5
2015,1,48,Goldsmiths,88.4743504330446,91.2543728135931,70.2933333333333,16.9161461040948,3.82985928076837,345.75,6.4545856600402,53.3632286995515,98.922336101532,60.0
2015,1,49,UWE Bristol,87.9542670477745,88.9268591247577,70.9739279448366,19.9550240927858,3.27595265108145,339.178082191781,7.68009643591555,68.4995612752267,98.922336101532,59.7
2015,1,50,Derby,86.5334034718569,88.5415295511386,76.1884706501711,16.8179374510264,5.09809843277426,305.773347897323,5.22104382192258,56.3648293963254,98.922336101532,59.3
2015,1,51,Robert Gordon,87.8648233486943,86.291097865795,70.4363859864782,19.2751056968719,3.63114497472162,384.17391304348,4.7625612698986,82.3643410852713,98.922336101532,59.1
2015,1,52,Brunel,86.6817155756207,84.3946477510881,72.505157297576,16.9098649655008,5.77816873081401,352.159597030754,4.46450603439068,60.7372732592159,98.922336101532,58.7
2015,1,53,Falmouth,70.5,79.1380387257963,65.6015976035946,22.9876347853739,6.44546979865771,316.172448979591,5.54050959060979,61.7549668874172,98.922336101532,58.6
2015,1,54,Essex,86.2665585293322,85.8762399622106,72.0920185765201,16.0602261770975,4.65725967396327,343.046171829339,4.72886118230326,52.3844460748349,98.922336101532,58.5
2015,1,55,Portsmouth,87.3940447728754,86.8984247691472,70.3985066851883,18.5530042701914,4.93123821225618,313.980617977529,7.20818207309094,63.2419298854564,98.922336101532,58.4
2015,1,56,Huddersfield,86.1901101716628,87.527254072079,78.6168684588549,18.3013387729059,3.74086194785339,334.552370842179,5.56954932207846,67.2902191341528,98.922336101532,58.3
2015,1,57,Nottingham Trent,86.314736052039,85.1150287571893,72.8032008002,17.1577053237444,4.40812930324055,319.98864380869,5.58485259324241,62.6461211477151,98.922336101532,57.8
2015,1,57,Swansea,84.5263157894736,85.9069675636554,68.7851844057452,15.5032146039596,4.82690108421993,340.435393258426,5.67419391661505,77.7545691906005,98.922336101532,57.8
2015,1,59,Winchester,89.3657606103958,91.4931588340273,77.6593720266412,17.2542629076458,2.95329816709292,322.333333333333,6.38665671456117,53.9215686274509,98.922336101532,57.6
2015,1,60,Northumbria,87.1039466370205,86.5074958356468,72.7595977554308,18.484366774979,4.27084040266938,365.529506871463,5.73734645402103,62.0509243111266,98.922336101532,57.4
2015,1,61,Chester,86.7388362652232,87.1637150196025,74.5877264125439,16.8808201868335,4.39476878842466,302.365283738674,4.46376658561598,70.7824838478104,98.922336101532,57.3
2015,1,62,Brighton,83.2286578274017,84.7133387603209,70.6658612518005,18.3173141957844,3.98142900676199,315.745142857142,6.09451181357814,59.0504451038575,98.922336101532,56.9
2015,1,63,Stirling,85.8352578906851,87.7549057329742,66.5435518621114,15.6898912093226,4.21075091640184,380.206418039896,3.9342336993042,64.2791551882461,98.922336101532,56.6
2015,1,64,Glyndŵr,80.8125,83.25,75.2,20.0695158079273,3.8822591688575,287.447098976109,4.74962678043001,62.4793388429752,98.922336101532,55.7
2015,1,65,Lincoln,84.361005856011,85.1095016382134,72.0463480240016,18.633526098649,4.06486550821233,337.700631199278,3.41780194269656,69.5014662756598,98.922336101532,55.3
2015,1,66,Hertfordshire,81.7798841495524,82.6224328593996,66.4771530848599,18.3452549943204,4.91852881064094,343.863943161634,6.83868266581228,62.0058565153733,98.922336101532,55.2
2015,1,67,Central Lancashire,85.65625,85.6908793009284,75.1390885791085,17.1735755461484,5.7951112702554,336.870592648162,4.15960572959044,55.6083302886371,98.922336101532,55.1
2015,1,68,Plymouth,85.2706299911268,87.4576647604241,70.3139571028908,16.1968428526956,6.0400471881628,315.703527815468,5.09291558797407,58.2114361702127,98.922336101532,54.8
2015,1,69,Bath Spa,87.7622377622377,89.7112139017377,75.7232956251877,20.026318923126,4.46398006100059,331.762093576526,5.67868186643282,57.9999999999999,98.922336101532,54.5
2015,1,69,Queen Margaret,83.7383177570093,88.0673841834347,61.8976279650436,20.4920992115637,2.94941634241245,338.782374100719,6.90348071495766,68.4210526315789,98.922336101532,54.5
2015,1,71,Bournemouth,79.3870967741935,83.7424547283702,68.8740015459933,21.5725040266956,5.83625313263204,336.422631804547,5.53202797089961,64.2478813559322,98.922336101532,53.8
2015,1,71,Manchester Met,82.0610687022901,83.2818462656732,71.2218181818181,18.2176522289864,3.23771392351574,343.664851277754,5.77648425945489,58.3333333333333,98.922336101532,53.8
2015,1,73,Sheffield Hallam,81.8036392721455,84.4688827793051,69.2353811103561,18.3874355707062,4.82400404580413,321.113,6.6079876585533,57.818620066285,98.922336101532,53.5
2015,1,74,Gloucestershire,82.4477351916376,84.8732179780171,73.1900452488687,23.5580129030048,4.83973811557073,295.055360896986,7.37215239591516,61.2556053811659,98.922336101532,53.3
2015,1,75,Edge Hill,87.0434782608695,88.0043501903208,77.9885157473464,16.8194208315835,3.8453003050148,307.806374501992,4.44023066973268,61.0223642172524,98.922336101532,53.0
2015,1,75,Hull,89.4651162790697,89.4017789663391,73.3246584255042,17.796565555841,4.18078099844581,332.833674723474,5.4027249213052,55.4585152838428,98.922336101532,53.0
2015,1,77,Sunderland,82.48,85.6271864067966,72.8896363927598,17.8918792970152,6.8751719032182,302.66178343949,4.29770062229074,49.6727272727272,98.922336101532,52.9
2015,1,78,Edinburgh Napier,83.7076648841354,86.9150548177199,70.9020784229697,21.6473217066864,3.77312455202073,347.981331168831,7.01683725640083,63.3220910623946,98.922336101532,52.6
2015,1,78,Suffolk,82.8446662507797,84.5373693243875,74.7906511686039,19.1693223172417,3.33839657282741,338.101449275362,4.02656837606837,60.9009009009009,98.922336101532,52.6
2015,1,80,Chichester,87.3614190687361,89.5219566425791,74.3943098466325,18.6506440403976,3.33839657282741,305.681660899653,5.26554235223193,61.1045828437132,98.922336101532,52.5
2015,1,80,Liverpool John Moores,81.7967830521773,84.3217016271319,74.0414020230533,19.7253290854101,3.81057692307692,335.860697863132,6.79592614322226,55.4468802698145,98.922336101532,52.5
2015,1,82,Bangor,83.8735818476499,85.6437652150392,71.0759904741286,17.7585184939545,4.7343077438444,305.45942647956,4.41916222658341,65.6202143950995,98.922336101532,52.4
2015,1,83,Bradford,82.276897414512,81.3723448563098,68.6312104034678,18.6104072214401,4.71755615743842,319.877867746289,5.80038398996924,69.434306569343,98.922336101532,52.1
2015,1,84,Teesside,84.672166739036,85.3947225540232,78.3964558721334,18.8051456562552,4.57383004189108,323.572972972973,4.68649383040007,53.6445012787723,98.922336101532,51.8
2015,1,85,De Montfort,83.1765041345879,84.8030821917808,71.33394243947,18.1454454369747,3.46759313324769,312.684570646595,6.0486862124265,54.3587896253602,98.922336101532,51.7
2015,1,86,Middlesex,79.5795006570302,82.9391669951386,72.8938500421229,20.5451152151938,6.24186326165725,287.104683195592,5.25858667009447,53.6710719530102,98.922336101532,51.6
2015,1,87,Greenwich,83.9444444444444,85.4233282357848,71.9435649613953,21.5164226263811,3.81857955092994,312.104874446085,6.58774280628313,53.6159600997506,98.922336101532,51.3
2015,1,88,Birmingham City,82.5345486621581,83.2855357011545,72.2232022108543,21.2184110248094,4.22638430441716,316.558042852574,6.05392575010199,63.2423060251408,98.922336101532,50.2
2015,1,89,York St John,86.1265260821309,89.0245594560843,77.2262935820564,21.0982932680887,4.0753392049512,302.157539384846,4.89576753000631,61.9638826185101,98.922336101532,49.8
2015,1,90,Staffordshire,83.5521769177608,85.9350716629252,71.1091172613706,17.7321315974369,5.07076215734764,273.09111747851,4.24518571535293,55.2558782849239,98.922336101532,48.8
2015,1,91,Glasgow Caledonian,82.1727917472598,83.2809351068117,61.3851808860514,20.8981053455007,4.02566608373624,370.346625766871,6.12101063829787,64.3324607329843,98.922336101532,48.3
2015,1,92,Canterbury Christ Church,85.0906400295967,86.6685169765935,71.3651498335183,18.9483068176436,2.9757325184253,276.591363636363,6.50937114673242,58.1899775617053,98.922336101532,48.1
2015,1,93,Ulster,87.7421986538853,86.4452606876849,73.7325495958853,19.1828392139242,3.51006201194739,309.336888888888,5.93806096564321,51.2082092022508,98.922336101532,47.8
2015,1,94,Salford,79.93182786536,83.3439761600681,68.3141762452107,16.974325148122,3.83589005425507,340.534838076546,4.94409379506676,60.1585728444003,98.922336101532,47.6
2015,1,95,Westminster,80.2212628170534,79.8987170830519,65.1255738590331,20.3258574152316,4.59094548481065,317.126843657817,6.49348314606741,54.158215010142,98.922336101532,47.5
2015,1,96,St Mary's Twickenham,86.4353312302839,87.5921052631579,72.6650521217226,22.3527770148062,2.98039106971242,293.683544303797,4.40252612633166,66.3551401869158,98.922336101532,47.2
2015,1,97,West London,76.3701067615658,81.8603820746295,69.269197830431,18.3490797312113,5.37691326530612,255.701007838745,3.28324725629438,62.7577319587628,98.922336101532,47.1
2015,1,98,Cardiff Met,82.754491017964,84.1674158425731,74.0110285303284,20.252890493474,3.45412425412425,303.767676767676,5.0371199537806,53.1225905936777,98.922336101532,47.0
2015,1,98,Kingston,80.3051979017644,82.3952879581151,66.525504377617,19.3806798259239,4.90842308832307,298.312279463656,4.01058586395568,57.8208832026413,98.922336101532,47.0
2015,1,100,Roehampton,85.802231627549,87.2367028950658,72.037222179497,20.2086445163949,3.61320571648639,286.522421524663,5.30743971288549,53.7715517241379,98.922336101532,46.4
2015,1,101,Abertay Dundee,83.6327345309381,86.25,59.6215351812366,21.3270164083778,2.3631534805703,330.042452830188,6.62769128850612,67.7033492822966,98.922336101532,46.3
2015,1,102,South Wales,80.4824561403508,82.4418179602778,69.8177565539421,22.8950650229982,4.51707940023397,321.257897218293,4.83514211843451,56.1731014000848,98.922336101532,46.1
2015,1,103,Worcester,84.1807909604519,85.4845719252498,69.807876206207,21.0537453020951,3.3339322765161,300.110294117647,5.35078669812147,64.3062200956937,98.922336101532,44.7
2015,1,104,Cumbria,82.3342415985467,87.2938232283016,77.1904285324356,20.8394679834358,2.56088784006785,288.158112582781,6.137762231291,59.5412844036697,98.922336101532,44.5
2015,1,105,Anglia Ruskin,80.5526315789473,85.7857330876546,71.6022739235709,23.0271401019191,7.82036755561696,251.850363566781,3.44670574443141,61.8231665524331,98.922336101532,44.1
2015,1,106,Aberystwyth,82.1176470588235,84.2225329310471,65.1202446051625,19.9755478360313,4.53337588826818,324.985135827783,4.50306505105692,53.9636363636363,98.922336101532,43.8
2015,1,107,Solent,77.670572019297,79.8241076047594,67.4710424710424,18.8376016952999,3.51089049352396,298.637330754352,5.0242732535001,48.4777517564402,98.922336101532,43.2
2015,1,108,Leeds Beckett,83.3214370687603,85.5068150705315,69.6238095238095,19.8586050612006,3.21092889841803,279.962610145272,5.02675830558854,60.7101947308132,98.922336101532,42.6
2015,1,109,East London,77.7924130663856,81.7451961042379,70.3662772339753,26.2766601630341,5.8127849938112,278.188183807439,5.92030141975475,44.6186742694226,98.922336101532,41.0
2015,1,110,West of Scotland,83.9850249584026,82.9240374609781,67.7583333333333,21.9779032194172,3.52303210110959,298.546721311475,5.04613969583826,56.7349926793557,98.922336101532,40.1
2015,1,111,Leeds Trinity,86.3076923076922,88.1199538638985,76.9029678609872,23.5693935131557,2.29958932238193,279.63596491228,3.24330010604453,57.8947368421052,98.922336101532,39.7999999999999
2015,1,112,London South Bank,80.2998750520616,80.6538942107455,65.7951706910907,24.2357362973682,3.79055639097744,233.307996832937,5.53461446645977,56.4960629921259,98.922336101532,37.1
2015,1,113,Bolton,77.5663495242864,83.3790865984527,71.1901668831817,19.8698093273645,3.40700325732899,275.428835489833,3.23028969563623,53.7074148296593,98.922336101532,35.4
2015,1,114,Bucks New University,77.7878925807919,81.7933545744196,69.8056665455866,22.1823639612911,3.13176519394316,249.742393509127,4.02444495710158,44.4933920704845,98.922336101532,32.0
2015,1,115,Bedfordshire,81.4461118690313,81.2791093945246,71.5089374829869,20.8532459538225,4.41497488488907,224.695813953488,3.87295350360183,53.7780803267529,98.922336101532,30.7
2015,1,116,London Met,74.2439774474628,79.6010007056257,66.9315967593067,21.5196676145097,2.23808906742689,238.849586776859,4.31788366054753,46.2333825701624,98.922336101532,29.9
2016,1,1,Cambridge,90.6,92.4,72.7,11.3,9.9,602.0,5.5,89.3,98.922336101532,100.0
2016,1,2,Oxford,92.0,93.3,70.8,10.6,10.0,572.6,6.7,82.8,98.922336101532,97.5
2016,1,3,St Andrews,92.2,92.3,74.6,11.4,7.9,517.3,6.9,78.5,98.922336101532,91.8
2016,1,4,Surrey,90.4,90.5,76.7,14.0,7.2,424.1,6.2,82.1,98.922336101532,87.7
2016,1,5,Bath,93.2,91.4,74.9,16.7,6.0,478.8,6.9,85.0,98.922336101532,85.9
2016,1,6,Durham,90.5,90.2,73.2,14.9,5.8,524.4,6.7,79.7,98.922336101532,84.6
2016,1,6,Warwick,89.2,89.2,71.7,12.6,8.5,482.2,5.9,78.3,98.922336101532,84.6
2016,1,8,Imperial College,87.2,88.4,66.9,11.3,7.8,568.3,5.7,89.9,98.922336101532,84.3
2016,1,9,Exeter,91.5,90.7,76.7,15.7,6.7,463.3,6.6,80.2,98.922336101532,83.8
2016,1,10,Lancaster,89.0,88.3,71.8,13.8,8.1,435.7,5.1,78.7,98.922336101532,82.1
2016,1,11,Loughborough,89.2,88.1,75.6,15.0,6.1,397.3,6.3,80.0,98.922336101532,81.2
2016,1,12,UCL,85.8,86.2,61.8,10.3,8.7,502.1,6.6,80.9,98.922336101532,81.0
2016,1,13,London School of Economics,82.9,82.7,66.1,11.4,7.6,532.7,4.5,82.2,98.922336101532,80.5
2016,1,14,Southampton,86.6,87.6,67.9,12.0,6.9,410.9,6.5,77.8,98.922336101532,76.2
2016,1,15,Coventry,91.1,92.7,81.4,14.7,4.4,309.8,6.7,71.7,98.922336101532,75.7
2016,1,16,Kent,90.7,88.7,72.6,13.0,4.9,362.8,6.5,75.6,98.922336101532,75.5
2016,1,17,Birmingham,89.6,90.1,69.6,15.5,7.4,426.4,6.4,84.4,98.922336101532,75.1
2016,1,18,Heriot-Watt,87.1,86.3,74.2,16.9,7.8,413.4,6.1,72.7,98.922336101532,74.8
2016,1,19,Sussex,85.4,87.5,67.5,15.6,7.8,386.1,5.3,77.9,98.922336101532,74.5
2016,1,20,Edinburgh,82.2,85.0,55.4,12.2,9.1,484.1,6.1,78.2,98.922336101532,74.2
2016,1,20,UEA,92.4,91.5,71.6,13.7,4.3,407.6,6.8,71.0,98.922336101532,74.2
2016,1,22,York,85.9,88.8,68.0,14.8,7.0,437.3,5.0,74.7,98.922336101532,73.4
2016,1,23,Leeds,88.4,89.8,71.1,13.7,6.3,431.3,6.3,74.9,98.922336101532,73.1
2016,1,24,Glasgow,90.7,91.0,66.6,14.8,6.4,470.4,4.6,79.8,98.922336101532,72.6
2016,1,25,Reading,89.0,88.5,69.9,14.2,7.0,373.0,5.5,72.5,98.922336101532,72.0
2016,1,26,SOAS,87.5,89.4,65.9,10.9,6.5,406.5,6.7,62.2,98.922336101532,71.4
2016,1,27,Cardiff,88.6,88.4,69.3,14.3,7.2,426.5,5.3,80.1,98.922336101532,71.2
2016,1,28,Nottingham,87.9,88.1,67.6,14.0,6.8,427.7,5.6,79.0,98.922336101532,71.1
2016,1,29,Manchester,84.7,86.0,67.7,13.2,7.9,435.1,5.0,75.6,98.922336101532,70.8
2016,1,29,Newcastle,90.7,89.8,71.6,15.6,6.1,424.3,5.7,79.4,98.922336101532,70.8
2016,1,31,Falmouth,81.4,84.4,74.5,21.5,6.1,309.5,6.5,72.4,98.922336101532,70.4
2016,1,32,Leicester,88.8,87.7,68.6,12.2,7.5,386.0,5.3,74.0,98.922336101532,70.2
2016,1,33,Aston,88.5,86.4,73.2,16.0,6.8,368.8,5.6,76.3,98.922336101532,70.1
2016,1,33,Strathclyde,89.3,89.2,65.7,19.3,6.5,476.4,5.4,77.5,98.922336101532,70.1
